n,method,error
100,"CIV$_{I,X,Y}$",0.06798075353897834
100,CIV$_{I}$,0.15177873299244665
100,NIV$_{1 \textrm{ lag}}$,0.04102400414831459
100,NIV$_{3 \textrm{ lags}}$,0.029093405318942035
1000,"CIV$_{I,X,Y}$",0.003204598597565648
1000,CIV$_{I}$,0.007907372177524272
1000,NIV$_{1 \textrm{ lag}}$,0.001648711018572648
1000,NIV$_{3 \textrm{ lags}}$,0.0013801132884178322
10000,"CIV$_{I,X,Y}$",0.0007527818289559878
10000,CIV$_{I}$,0.0028759356366199777
10000,NIV$_{1 \textrm{ lag}}$,0.00019859844738456087
10000,NIV$_{3 \textrm{ lags}}$,0.0001509563792592377
100,"CIV$_{I,X,Y}$",0.15780948607410863
100,CIV$_{I}$,0.1208258338023221
100,NIV$_{1 \textrm{ lag}}$,0.16772506387799463
100,NIV$_{3 \textrm{ lags}}$,0.04666917715273074
1000,"CIV$_{I,X,Y}$",0.010471236594748854
1000,CIV$_{I}$,0.04796076386239266
1000,NIV$_{1 \textrm{ lag}}$,0.33060276064143423
1000,NIV$_{3 \textrm{ lags}}$,0.0025119690356098373
10000,"CIV$_{I,X,Y}$",0.001327219496483513
10000,CIV$_{I}$,0.0018355528447467316
10000,NIV$_{1 \textrm{ lag}}$,85.74664681388045
10000,NIV$_{3 \textrm{ lags}}$,0.0003413653594244939
100,"CIV$_{I,X,Y}$",123.01418152891105
100,CIV$_{I}$,0.31881758648573477
100,NIV$_{1 \textrm{ lag}}$,8.323200622629827
100,NIV$_{3 \textrm{ lags}}$,0.15229081091097058
1000,"CIV$_{I,X,Y}$",0.18533069665603139
1000,CIV$_{I}$,0.14998045223499382
1000,NIV$_{1 \textrm{ lag}}$,0.16829677236270085
1000,NIV$_{3 \textrm{ lags}}$,0.008146421766503332
10000,"CIV$_{I,X,Y}$",0.009692313340807468
10000,CIV$_{I}$,0.023148939269478485
10000,NIV$_{1 \textrm{ lag}}$,0.005066214419957969
10000,NIV$_{3 \textrm{ lags}}$,0.0006397146122827273
100,"CIV$_{I,X,Y}$",0.24656602307825298
100,CIV$_{I}$,1.2321475653289575
100,NIV$_{1 \textrm{ lag}}$,0.1143910453159197
100,NIV$_{3 \textrm{ lags}}$,0.02370058962113147
1000,"CIV$_{I,X,Y}$",0.02195253944119892
1000,CIV$_{I}$,0.02997194438277247
1000,NIV$_{1 \textrm{ lag}}$,0.00345045809057562
1000,NIV$_{3 \textrm{ lags}}$,0.003642236190577327
10000,"CIV$_{I,X,Y}$",0.0040598430513571655
10000,CIV$_{I}$,0.00866496246800966
10000,NIV$_{1 \textrm{ lag}}$,0.0006983411100772286
10000,NIV$_{3 \textrm{ lags}}$,0.00047138213697942526
100,"CIV$_{I,X,Y}$",0.4523509457850915
100,CIV$_{I}$,0.20065389436636286
100,NIV$_{1 \textrm{ lag}}$,3.1189850740340592
100,NIV$_{3 \textrm{ lags}}$,0.15287861367382444
1000,"CIV$_{I,X,Y}$",0.0024391889836672025
1000,CIV$_{I}$,0.010354947919822843
1000,NIV$_{1 \textrm{ lag}}$,74.6884328826468
1000,NIV$_{3 \textrm{ lags}}$,0.004719239997296394
10000,"CIV$_{I,X,Y}$",0.0009540658797228237
10000,CIV$_{I}$,0.0018593692239761493
10000,NIV$_{1 \textrm{ lag}}$,0.7934879914852804
10000,NIV$_{3 \textrm{ lags}}$,0.0005161591824230418
100,"CIV$_{I,X,Y}$",0.05858892720711502
100,CIV$_{I}$,0.16285033118944817
100,NIV$_{1 \textrm{ lag}}$,0.08911601455236047
100,NIV$_{3 \textrm{ lags}}$,0.016393316459341594
1000,"CIV$_{I,X,Y}$",0.003301735744193123
1000,CIV$_{I}$,0.006193164183233428
1000,NIV$_{1 \textrm{ lag}}$,0.0020216269676570026
1000,NIV$_{3 \textrm{ lags}}$,0.0029521799056142555
10000,"CIV$_{I,X,Y}$",0.001135022246678392
10000,CIV$_{I}$,0.0009860908574861377
10000,NIV$_{1 \textrm{ lag}}$,0.0002104938412338914
10000,NIV$_{3 \textrm{ lags}}$,0.00020539142212230312
100,"CIV$_{I,X,Y}$",0.12042615342179024
100,CIV$_{I}$,0.17707751499400085
100,NIV$_{1 \textrm{ lag}}$,0.05844958845799005
100,NIV$_{3 \textrm{ lags}}$,0.023114908066008924
1000,"CIV$_{I,X,Y}$",0.006382003638602272
1000,CIV$_{I}$,0.012215178314889798
1000,NIV$_{1 \textrm{ lag}}$,0.12737899875663694
1000,NIV$_{3 \textrm{ lags}}$,0.011903278037566356
10000,"CIV$_{I,X,Y}$",0.0009027608663352759
10000,CIV$_{I}$,0.001355345783613539
10000,NIV$_{1 \textrm{ lag}}$,0.0516403503764354
10000,NIV$_{3 \textrm{ lags}}$,0.0006339615917025767
100,"CIV$_{I,X,Y}$",0.042559259525903656
100,CIV$_{I}$,0.08144369465278639
100,NIV$_{1 \textrm{ lag}}$,0.14546297514219741
100,NIV$_{3 \textrm{ lags}}$,0.07525819072284791
1000,"CIV$_{I,X,Y}$",0.0063395831452667546
1000,CIV$_{I}$,0.011164252528135578
1000,NIV$_{1 \textrm{ lag}}$,0.0030207287534149384
1000,NIV$_{3 \textrm{ lags}}$,0.001975697171922956
10000,"CIV$_{I,X,Y}$",0.0005836621068959868
10000,CIV$_{I}$,0.001369548342838126
10000,NIV$_{1 \textrm{ lag}}$,0.0005091966914667798
10000,NIV$_{3 \textrm{ lags}}$,7.936751003699835e-05
100,"CIV$_{I,X,Y}$",0.11092683899181963
100,CIV$_{I}$,0.1929530939473619
100,NIV$_{1 \textrm{ lag}}$,0.07566252376137192
100,NIV$_{3 \textrm{ lags}}$,0.2078199057778932
1000,"CIV$_{I,X,Y}$",0.009841459815440507
1000,CIV$_{I}$,0.008942327858115277
1000,NIV$_{1 \textrm{ lag}}$,0.02005428591799965
1000,NIV$_{3 \textrm{ lags}}$,0.012055634563544934
10000,"CIV$_{I,X,Y}$",0.000621283561608439
10000,CIV$_{I}$,0.0008646790418660431
10000,NIV$_{1 \textrm{ lag}}$,0.001816801184906709
10000,NIV$_{3 \textrm{ lags}}$,0.0003901520519060381
100,"CIV$_{I,X,Y}$",0.027721845463528027
100,CIV$_{I}$,0.4230426496476918
100,NIV$_{1 \textrm{ lag}}$,0.02282607837673451
100,NIV$_{3 \textrm{ lags}}$,0.005650441733592843
1000,"CIV$_{I,X,Y}$",0.0017453168792913275
1000,CIV$_{I}$,0.022325424569822436
1000,NIV$_{1 \textrm{ lag}}$,0.00036532731728047813
1000,NIV$_{3 \textrm{ lags}}$,0.0003628397725675325
10000,"CIV$_{I,X,Y}$",0.00013961778512218995
10000,CIV$_{I}$,0.0016677299109995208
10000,NIV$_{1 \textrm{ lag}}$,3.9336813771720234e-05
10000,NIV$_{3 \textrm{ lags}}$,4.8179960064814934e-05
100,"CIV$_{I,X,Y}$",0.0807168073892718
100,CIV$_{I}$,0.14298048921284065
100,NIV$_{1 \textrm{ lag}}$,0.00941095631583322
100,NIV$_{3 \textrm{ lags}}$,0.005886015430650154
1000,"CIV$_{I,X,Y}$",0.01684725804004806
1000,CIV$_{I}$,0.04510834307249569
1000,NIV$_{1 \textrm{ lag}}$,0.003532504645648862
1000,NIV$_{3 \textrm{ lags}}$,0.001025838648332153
10000,"CIV$_{I,X,Y}$",0.002278900760866966
10000,CIV$_{I}$,0.004753149463479798
10000,NIV$_{1 \textrm{ lag}}$,0.0005902808809928148
10000,NIV$_{3 \textrm{ lags}}$,6.107223771737412e-05
100,"CIV$_{I,X,Y}$",0.07341779893826014
100,CIV$_{I}$,0.2781298074872313
100,NIV$_{1 \textrm{ lag}}$,0.3095838486117665
100,NIV$_{3 \textrm{ lags}}$,0.034568882630508876
1000,"CIV$_{I,X,Y}$",0.010538845584093286
1000,CIV$_{I}$,0.01329301316125911
1000,NIV$_{1 \textrm{ lag}}$,0.04406129904518994
1000,NIV$_{3 \textrm{ lags}}$,0.0037395987297533006
10000,"CIV$_{I,X,Y}$",0.0007374936419862576
10000,CIV$_{I}$,0.0015963098848456204
10000,NIV$_{1 \textrm{ lag}}$,0.0003360358080017523
10000,NIV$_{3 \textrm{ lags}}$,0.00021736162711781347
100,"CIV$_{I,X,Y}$",0.18680171343359936
100,CIV$_{I}$,0.602207159994774
100,NIV$_{1 \textrm{ lag}}$,2.9845395378401403
100,NIV$_{3 \textrm{ lags}}$,0.3050170270158131
1000,"CIV$_{I,X,Y}$",0.012032357738988933
1000,CIV$_{I}$,0.03352218554163923
1000,NIV$_{1 \textrm{ lag}}$,15.904005050115732
1000,NIV$_{3 \textrm{ lags}}$,0.02263075309194269
10000,"CIV$_{I,X,Y}$",0.0011010728394702592
10000,CIV$_{I}$,0.0035130363427214777
10000,NIV$_{1 \textrm{ lag}}$,0.06917750266922926
10000,NIV$_{3 \textrm{ lags}}$,0.0010243910565491089
100,"CIV$_{I,X,Y}$",0.09458728839259271
100,CIV$_{I}$,2.8519585362126882
100,NIV$_{1 \textrm{ lag}}$,0.1480028132718068
100,NIV$_{3 \textrm{ lags}}$,0.004955437634333741
1000,"CIV$_{I,X,Y}$",0.004482308860809975
1000,CIV$_{I}$,0.005931693515012057
1000,NIV$_{1 \textrm{ lag}}$,0.0004200895256699904
1000,NIV$_{3 \textrm{ lags}}$,0.00017876860814969376
10000,"CIV$_{I,X,Y}$",0.0004442182342684108
10000,CIV$_{I}$,0.0003459586414938635
10000,NIV$_{1 \textrm{ lag}}$,0.00012080150241049793
10000,NIV$_{3 \textrm{ lags}}$,3.284937573741686e-05
100,"CIV$_{I,X,Y}$",0.22779363058849605
100,CIV$_{I}$,0.25303893412532646
100,NIV$_{1 \textrm{ lag}}$,0.08952769638461723
100,NIV$_{3 \textrm{ lags}}$,0.04705806673112299
1000,"CIV$_{I,X,Y}$",0.021750092441316583
1000,CIV$_{I}$,0.02086849995598885
1000,NIV$_{1 \textrm{ lag}}$,0.013830417266706077
1000,NIV$_{3 \textrm{ lags}}$,0.010143158838656404
10000,"CIV$_{I,X,Y}$",0.002535235220631106
10000,CIV$_{I}$,0.002493996051379891
10000,NIV$_{1 \textrm{ lag}}$,0.003249695429585698
10000,NIV$_{3 \textrm{ lags}}$,0.0022292393011094243
100,"CIV$_{I,X,Y}$",0.13613855786644263
100,CIV$_{I}$,2.3077636399054597
100,NIV$_{1 \textrm{ lag}}$,0.31208893821623446
100,NIV$_{3 \textrm{ lags}}$,0.007257222140750298
1000,"CIV$_{I,X,Y}$",0.015031253521296292
1000,CIV$_{I}$,0.06585778908690613
1000,NIV$_{1 \textrm{ lag}}$,0.92232848635776
1000,NIV$_{3 \textrm{ lags}}$,0.00048655522933678156
10000,"CIV$_{I,X,Y}$",0.0009784104940805765
10000,CIV$_{I}$,0.0020649165056167047
10000,NIV$_{1 \textrm{ lag}}$,0.019875755832994717
10000,NIV$_{3 \textrm{ lags}}$,6.984284570611896e-05
100,"CIV$_{I,X,Y}$",0.05936923679356145
100,CIV$_{I}$,0.06822473900173852
100,NIV$_{1 \textrm{ lag}}$,0.09096275934686299
100,NIV$_{3 \textrm{ lags}}$,0.058518323515126924
1000,"CIV$_{I,X,Y}$",0.0036110994682374943
1000,CIV$_{I}$,0.0034594736200886907
1000,NIV$_{1 \textrm{ lag}}$,0.00752382330571352
1000,NIV$_{3 \textrm{ lags}}$,0.004018877843816825
10000,"CIV$_{I,X,Y}$",0.0005348605259997074
10000,CIV$_{I}$,0.0005320406807223206
10000,NIV$_{1 \textrm{ lag}}$,0.0004368270495805453
10000,NIV$_{3 \textrm{ lags}}$,0.000382197058667707
100,"CIV$_{I,X,Y}$",0.03679992959198457
100,CIV$_{I}$,0.22563846640625984
100,NIV$_{1 \textrm{ lag}}$,0.12171048937238145
100,NIV$_{3 \textrm{ lags}}$,0.04312227039066265
1000,"CIV$_{I,X,Y}$",0.006589957396386637
1000,CIV$_{I}$,0.030637022112326922
1000,NIV$_{1 \textrm{ lag}}$,0.035218800064904035
1000,NIV$_{3 \textrm{ lags}}$,0.0009154602828066284
10000,"CIV$_{I,X,Y}$",0.00032816653138467613
10000,CIV$_{I}$,0.0008578486054320111
10000,NIV$_{1 \textrm{ lag}}$,0.004643576984313576
10000,NIV$_{3 \textrm{ lags}}$,0.0002690382843185306
100,"CIV$_{I,X,Y}$",0.15445803036866507
100,CIV$_{I}$,0.17364881514961297
100,NIV$_{1 \textrm{ lag}}$,0.6810670400989518
100,NIV$_{3 \textrm{ lags}}$,0.06328255330237946
1000,"CIV$_{I,X,Y}$",0.0060601303793135315
1000,CIV$_{I}$,0.008203429825185562
1000,NIV$_{1 \textrm{ lag}}$,0.1732284281264691
1000,NIV$_{3 \textrm{ lags}}$,0.0028701349455054516
10000,"CIV$_{I,X,Y}$",0.0008345549746767865
10000,CIV$_{I}$,0.0008396154158967015
10000,NIV$_{1 \textrm{ lag}}$,0.0029515419596082256
10000,NIV$_{3 \textrm{ lags}}$,0.0002522795299460403
100,"CIV$_{I,X,Y}$",0.3109497850067003
100,CIV$_{I}$,0.3894723124902169
100,NIV$_{1 \textrm{ lag}}$,0.1364343158766101
100,NIV$_{3 \textrm{ lags}}$,0.012596024963794883
1000,"CIV$_{I,X,Y}$",0.036411611771162825
1000,CIV$_{I}$,0.22874480043212567
1000,NIV$_{1 \textrm{ lag}}$,0.0024930722381990254
1000,NIV$_{3 \textrm{ lags}}$,0.000720166008544908
10000,"CIV$_{I,X,Y}$",0.00445759697222614
10000,CIV$_{I}$,0.003921859117940479
10000,NIV$_{1 \textrm{ lag}}$,0.00036777927876643164
10000,NIV$_{3 \textrm{ lags}}$,6.723300943937799e-05
100,"CIV$_{I,X,Y}$",0.11326581119847243
100,CIV$_{I}$,0.3752764013129906
100,NIV$_{1 \textrm{ lag}}$,0.11270760100248141
100,NIV$_{3 \textrm{ lags}}$,0.02771234451019607
1000,"CIV$_{I,X,Y}$",0.0050559428022255316
1000,CIV$_{I}$,0.0076733000969202
1000,NIV$_{1 \textrm{ lag}}$,0.0020458879245033547
1000,NIV$_{3 \textrm{ lags}}$,0.0018446761916608352
10000,"CIV$_{I,X,Y}$",0.0004054184621847698
10000,CIV$_{I}$,0.0007377703189006365
10000,NIV$_{1 \textrm{ lag}}$,0.00027036272391376255
10000,NIV$_{3 \textrm{ lags}}$,0.0002499602378558495
100,"CIV$_{I,X,Y}$",0.03879250541975937
100,CIV$_{I}$,0.1103674471061181
100,NIV$_{1 \textrm{ lag}}$,0.06689418613322991
100,NIV$_{3 \textrm{ lags}}$,0.012922564762256363
1000,"CIV$_{I,X,Y}$",0.00341384093892193
1000,CIV$_{I}$,0.0035900154506025286
1000,NIV$_{1 \textrm{ lag}}$,0.003942612974144268
1000,NIV$_{3 \textrm{ lags}}$,0.0035674077197093935
10000,"CIV$_{I,X,Y}$",0.00041660424440601783
10000,CIV$_{I}$,0.0003424539415952232
10000,NIV$_{1 \textrm{ lag}}$,0.0005073507844693878
10000,NIV$_{3 \textrm{ lags}}$,0.00029273090286739765
100,"CIV$_{I,X,Y}$",0.09493002538690451
100,CIV$_{I}$,0.3229298522182423
100,NIV$_{1 \textrm{ lag}}$,0.25315944333460233
100,NIV$_{3 \textrm{ lags}}$,0.03600756304060579
1000,"CIV$_{I,X,Y}$",0.00954420912093364
1000,CIV$_{I}$,0.08538103897328583
1000,NIV$_{1 \textrm{ lag}}$,0.003022331383108967
1000,NIV$_{3 \textrm{ lags}}$,0.003628449106461952
10000,"CIV$_{I,X,Y}$",0.0006993912807833591
10000,CIV$_{I}$,0.006253691505685784
10000,NIV$_{1 \textrm{ lag}}$,0.0005156550583046191
10000,NIV$_{3 \textrm{ lags}}$,0.00020091224641035791
100,"CIV$_{I,X,Y}$",0.0961366452928582
100,CIV$_{I}$,0.15358825921773073
100,NIV$_{1 \textrm{ lag}}$,0.17222254329442213
100,NIV$_{3 \textrm{ lags}}$,0.006162337625315433
1000,"CIV$_{I,X,Y}$",0.006948069258825594
1000,CIV$_{I}$,0.009246506291089166
1000,NIV$_{1 \textrm{ lag}}$,0.002769435206431559
1000,NIV$_{3 \textrm{ lags}}$,0.0019444921051227793
10000,"CIV$_{I,X,Y}$",0.0004933094505085064
10000,CIV$_{I}$,0.0009166485496300443
10000,NIV$_{1 \textrm{ lag}}$,0.0012869423117820252
10000,NIV$_{3 \textrm{ lags}}$,6.892272554040056e-05
100,"CIV$_{I,X,Y}$",0.14741643062263154
100,CIV$_{I}$,0.1316771719635022
100,NIV$_{1 \textrm{ lag}}$,0.7545580423461319
100,NIV$_{3 \textrm{ lags}}$,0.028621543788995396
1000,"CIV$_{I,X,Y}$",0.008178523723081562
1000,CIV$_{I}$,0.008682609548141509
1000,NIV$_{1 \textrm{ lag}}$,1.269766019216029
1000,NIV$_{3 \textrm{ lags}}$,0.001996226592665952
10000,"CIV$_{I,X,Y}$",0.0009101692193563063
10000,CIV$_{I}$,0.0010415335601730313
10000,NIV$_{1 \textrm{ lag}}$,0.005432138197061882
10000,NIV$_{3 \textrm{ lags}}$,0.00020371754704975103
100,"CIV$_{I,X,Y}$",0.038506188446113435
100,CIV$_{I}$,0.060715797184142585
100,NIV$_{1 \textrm{ lag}}$,0.10212906909559112
100,NIV$_{3 \textrm{ lags}}$,0.02376202455742086
1000,"CIV$_{I,X,Y}$",0.0038982917685156495
1000,CIV$_{I}$,0.005969064502060116
1000,NIV$_{1 \textrm{ lag}}$,0.05383711808406011
1000,NIV$_{3 \textrm{ lags}}$,0.0032635168082586438
10000,"CIV$_{I,X,Y}$",0.0006615207187887343
10000,CIV$_{I}$,0.0012030999472151074
10000,NIV$_{1 \textrm{ lag}}$,0.0005172668970324535
10000,NIV$_{3 \textrm{ lags}}$,0.0002418608155585084
100,"CIV$_{I,X,Y}$",0.3585466882918245
100,CIV$_{I}$,0.5530937883390087
100,NIV$_{1 \textrm{ lag}}$,1.132204659702476
100,NIV$_{3 \textrm{ lags}}$,0.2831725660493972
1000,"CIV$_{I,X,Y}$",0.013062051844877662
1000,CIV$_{I}$,0.05461272181211119
1000,NIV$_{1 \textrm{ lag}}$,22.70146907583643
1000,NIV$_{3 \textrm{ lags}}$,0.008885022632066395
10000,"CIV$_{I,X,Y}$",0.0009701706643100796
10000,CIV$_{I}$,0.0054216086078681365
10000,NIV$_{1 \textrm{ lag}}$,0.006534424338848492
10000,NIV$_{3 \textrm{ lags}}$,0.0009490609678885501
100,"CIV$_{I,X,Y}$",0.043573590893268115
100,CIV$_{I}$,0.037992400755804824
100,NIV$_{1 \textrm{ lag}}$,0.02811112224404987
100,NIV$_{3 \textrm{ lags}}$,0.08105094187112433
1000,"CIV$_{I,X,Y}$",0.011179593270969559
1000,CIV$_{I}$,0.020112047617158433
1000,NIV$_{1 \textrm{ lag}}$,0.01778917728361466
1000,NIV$_{3 \textrm{ lags}}$,0.007618152990200374
10000,"CIV$_{I,X,Y}$",0.0022252317827958475
10000,CIV$_{I}$,0.002592230085403575
10000,NIV$_{1 \textrm{ lag}}$,0.0013045214833982152
10000,NIV$_{3 \textrm{ lags}}$,0.0006617782851915906
100,"CIV$_{I,X,Y}$",0.5801545298666013
100,CIV$_{I}$,0.418594265588939
100,NIV$_{1 \textrm{ lag}}$,1.4900851232433134
100,NIV$_{3 \textrm{ lags}}$,0.020822920544408124
1000,"CIV$_{I,X,Y}$",0.015248508774066727
1000,CIV$_{I}$,0.04569689675235291
1000,NIV$_{1 \textrm{ lag}}$,0.03897715143727643
1000,NIV$_{3 \textrm{ lags}}$,0.0010055099491864852
10000,"CIV$_{I,X,Y}$",0.0019279818513829635
10000,CIV$_{I}$,0.003980075158100459
10000,NIV$_{1 \textrm{ lag}}$,0.0012854039404153368
10000,NIV$_{3 \textrm{ lags}}$,7.010533592100077e-05
100,"CIV$_{I,X,Y}$",0.08947323007272896
100,CIV$_{I}$,0.07804876625342833
100,NIV$_{1 \textrm{ lag}}$,1.4758814779361351
100,NIV$_{3 \textrm{ lags}}$,0.021642783725498615
1000,"CIV$_{I,X,Y}$",0.004361684062155451
1000,CIV$_{I}$,0.0069673684180663106
1000,NIV$_{1 \textrm{ lag}}$,0.0073846485365230835
1000,NIV$_{3 \textrm{ lags}}$,0.002133200573874918
10000,"CIV$_{I,X,Y}$",0.0010022497425976502
10000,CIV$_{I}$,0.0013603311911001982
10000,NIV$_{1 \textrm{ lag}}$,0.0010500782695062314
10000,NIV$_{3 \textrm{ lags}}$,0.00013731645638100648
100,"CIV$_{I,X,Y}$",0.047145868284997366
100,CIV$_{I}$,0.05385708536181623
100,NIV$_{1 \textrm{ lag}}$,0.09410489108374506
100,NIV$_{3 \textrm{ lags}}$,0.029148765924877452
1000,"CIV$_{I,X,Y}$",0.0026586449558954756
1000,CIV$_{I}$,0.004546063092312237
1000,NIV$_{1 \textrm{ lag}}$,0.0695702863924751
1000,NIV$_{3 \textrm{ lags}}$,0.0007818773585836592
10000,"CIV$_{I,X,Y}$",0.00027557132281989994
10000,CIV$_{I}$,0.0004721365350889184
10000,NIV$_{1 \textrm{ lag}}$,0.005158240313115755
10000,NIV$_{3 \textrm{ lags}}$,8.38188834109467e-05
100,"CIV$_{I,X,Y}$",0.2795173306829652
100,CIV$_{I}$,0.11218822744914173
100,NIV$_{1 \textrm{ lag}}$,0.028740952712903046
100,NIV$_{3 \textrm{ lags}}$,0.03787685967252361
1000,"CIV$_{I,X,Y}$",0.03162937866607641
1000,CIV$_{I}$,0.07620205760553352
1000,NIV$_{1 \textrm{ lag}}$,0.001504707140695572
1000,NIV$_{3 \textrm{ lags}}$,0.0017803902059903387
10000,"CIV$_{I,X,Y}$",0.00470622361789523
10000,CIV$_{I}$,0.008487424912073122
10000,NIV$_{1 \textrm{ lag}}$,0.0001257807030482846
10000,NIV$_{3 \textrm{ lags}}$,0.0001058442146171661
100,"CIV$_{I,X,Y}$",0.041576012324775695
100,CIV$_{I}$,0.8253205145668658
100,NIV$_{1 \textrm{ lag}}$,0.8253582878448549
100,NIV$_{3 \textrm{ lags}}$,0.03126899602664368
1000,"CIV$_{I,X,Y}$",0.006757892741244548
1000,CIV$_{I}$,0.0910648829909406
1000,NIV$_{1 \textrm{ lag}}$,0.00270406372198551
1000,NIV$_{3 \textrm{ lags}}$,0.0019494316144594757
10000,"CIV$_{I,X,Y}$",0.0005576355323597046
10000,CIV$_{I}$,0.001974040965377468
10000,NIV$_{1 \textrm{ lag}}$,0.0001262822578386999
10000,NIV$_{3 \textrm{ lags}}$,0.00017805494650528693
100,"CIV$_{I,X,Y}$",0.3572572330112897
100,CIV$_{I}$,0.182519398059821
100,NIV$_{1 \textrm{ lag}}$,4.541780974664496
100,NIV$_{3 \textrm{ lags}}$,0.17948776434629551
1000,"CIV$_{I,X,Y}$",0.03768761286235024
1000,CIV$_{I}$,0.06256675904070173
1000,NIV$_{1 \textrm{ lag}}$,3.842358336874232
1000,NIV$_{3 \textrm{ lags}}$,0.03727456123416797
10000,"CIV$_{I,X,Y}$",0.002144481518758962
10000,CIV$_{I}$,0.0029244265508935564
10000,NIV$_{1 \textrm{ lag}}$,0.4185379968607018
10000,NIV$_{3 \textrm{ lags}}$,0.0006215418684720187
100,"CIV$_{I,X,Y}$",0.10356877319460067
100,CIV$_{I}$,0.22031374709931986
100,NIV$_{1 \textrm{ lag}}$,1.4723107853980002
100,NIV$_{3 \textrm{ lags}}$,0.18412474410020005
1000,"CIV$_{I,X,Y}$",0.014570276822613406
1000,CIV$_{I}$,0.020210978740682867
1000,NIV$_{1 \textrm{ lag}}$,0.033048598673299796
1000,NIV$_{3 \textrm{ lags}}$,0.024744840369347862
10000,"CIV$_{I,X,Y}$",0.0007849074822001093
10000,CIV$_{I}$,0.000895217881801621
10000,NIV$_{1 \textrm{ lag}}$,0.0004238626986786833
10000,NIV$_{3 \textrm{ lags}}$,0.0010020457492304702
100,"CIV$_{I,X,Y}$",0.2382734962552492
100,CIV$_{I}$,1.2403737333735694
100,NIV$_{1 \textrm{ lag}}$,4.947895616621034
100,NIV$_{3 \textrm{ lags}}$,0.03746031202678194
1000,"CIV$_{I,X,Y}$",0.0277949265481263
1000,CIV$_{I}$,0.03864559246424861
1000,NIV$_{1 \textrm{ lag}}$,0.00825895348570638
1000,NIV$_{3 \textrm{ lags}}$,0.0031484505306141734
10000,"CIV$_{I,X,Y}$",0.0009574898609906773
10000,CIV$_{I}$,0.0042243064314700565
10000,NIV$_{1 \textrm{ lag}}$,0.0006433506714855014
10000,NIV$_{3 \textrm{ lags}}$,0.0005702468613649035
100,"CIV$_{I,X,Y}$",1.507921812047325
100,CIV$_{I}$,0.40567458561740255
100,NIV$_{1 \textrm{ lag}}$,0.7601665003593354
100,NIV$_{3 \textrm{ lags}}$,0.21001495681038346
1000,"CIV$_{I,X,Y}$",0.05542985965937319
1000,CIV$_{I}$,0.27387813494231433
1000,NIV$_{1 \textrm{ lag}}$,0.05014890166080913
1000,NIV$_{3 \textrm{ lags}}$,0.06549247964141487
10000,"CIV$_{I,X,Y}$",0.012877056137519206
10000,CIV$_{I}$,0.022900451115631586
10000,NIV$_{1 \textrm{ lag}}$,0.005917986565933082
10000,NIV$_{3 \textrm{ lags}}$,0.0035468792972300606
100,"CIV$_{I,X,Y}$",0.08002912332322074
100,CIV$_{I}$,0.059434635476140786
100,NIV$_{1 \textrm{ lag}}$,0.40323553306484544
100,NIV$_{3 \textrm{ lags}}$,0.08275329760842104
1000,"CIV$_{I,X,Y}$",0.004486175970685396
1000,CIV$_{I}$,0.009265129913963482
1000,NIV$_{1 \textrm{ lag}}$,0.1760447993404566
1000,NIV$_{3 \textrm{ lags}}$,0.005378683985947615
10000,"CIV$_{I,X,Y}$",0.00045679119999425435
10000,CIV$_{I}$,0.001018424569537805
10000,NIV$_{1 \textrm{ lag}}$,0.002682067567966947
10000,NIV$_{3 \textrm{ lags}}$,0.0001503585397756335
100,"CIV$_{I,X,Y}$",0.21349531336101032
100,CIV$_{I}$,1.7320410918807299
100,NIV$_{1 \textrm{ lag}}$,0.1327311286268027
100,NIV$_{3 \textrm{ lags}}$,0.03051612298435128
1000,"CIV$_{I,X,Y}$",0.019269536416529807
1000,CIV$_{I}$,0.10134230851461153
1000,NIV$_{1 \textrm{ lag}}$,0.6844587771116379
1000,NIV$_{3 \textrm{ lags}}$,0.0025009802743110334
10000,"CIV$_{I,X,Y}$",0.0008676198435187807
10000,CIV$_{I}$,0.01847611977789512
10000,NIV$_{1 \textrm{ lag}}$,0.002394293306823948
10000,NIV$_{3 \textrm{ lags}}$,0.00014308296661271543
100,"CIV$_{I,X,Y}$",0.04607602077760579
100,CIV$_{I}$,0.10277125656384009
100,NIV$_{1 \textrm{ lag}}$,2.054878401352702
100,NIV$_{3 \textrm{ lags}}$,0.044977448805444596
1000,"CIV$_{I,X,Y}$",0.0026334840309980186
1000,CIV$_{I}$,0.004084067248613504
1000,NIV$_{1 \textrm{ lag}}$,0.5472553271496847
1000,NIV$_{3 \textrm{ lags}}$,0.0024889477864713863
10000,"CIV$_{I,X,Y}$",0.00026507177085816736
10000,CIV$_{I}$,0.0010158515426858708
10000,NIV$_{1 \textrm{ lag}}$,0.04977168524127429
10000,NIV$_{3 \textrm{ lags}}$,0.0001673042959474946
100,"CIV$_{I,X,Y}$",0.16397545591112048
100,CIV$_{I}$,0.5551999325129182
100,NIV$_{1 \textrm{ lag}}$,0.6918997676756937
100,NIV$_{3 \textrm{ lags}}$,0.16640907779496855
1000,"CIV$_{I,X,Y}$",0.007574991892879991
1000,CIV$_{I}$,0.03688981225190814
1000,NIV$_{1 \textrm{ lag}}$,0.2103330150552501
1000,NIV$_{3 \textrm{ lags}}$,0.03736644528406998
10000,"CIV$_{I,X,Y}$",0.0006910763174272365
10000,CIV$_{I}$,0.0034803731063570743
10000,NIV$_{1 \textrm{ lag}}$,0.0015001116454088402
