delta,n,method,error
1.0,100,TS-NIV,0.4708077349052303
1.0,500,TS-NIV,195.46202015603976
1.0,1000,TS-NIV,0.038117242303511704
1.0,5000,TS-NIV,0.05474063019910452
1.0,10000,TS-NIV,0.03176561371448339
1.0,50000,TS-NIV,0.004508407075626203
0.0,100,TS-NIV,1.554267932406699
0.0,500,TS-NIV,5.001520006104503
0.0,1000,TS-NIV,37.77580674752807
0.0,5000,TS-NIV,0.2294310700117433
0.0,10000,TS-NIV,2.3891542358860285
0.0,50000,TS-NIV,6.858798507855314
0.01,100,TS-NIV,9.885347696735751
0.01,500,TS-NIV,4273.0956316021575
0.01,1000,TS-NIV,33.59685122649103
0.01,5000,TS-NIV,0.1343401349279511
0.01,10000,TS-NIV,10.221223124190272
0.01,50000,TS-NIV,1.8467055842597915
0.1,100,TS-NIV,0.08938203170777351
0.1,500,TS-NIV,0.07453862778981257
0.1,1000,TS-NIV,0.12156134376134205
0.1,5000,TS-NIV,0.0014362277826853245
0.1,10000,TS-NIV,0.005776882636428331
0.1,50000,TS-NIV,0.0002945501196608897
0.5,100,TS-NIV,0.7983293250250978
0.5,500,TS-NIV,0.1888535332993157
0.5,1000,TS-NIV,0.05573807522845653
0.5,5000,TS-NIV,0.0003081339796482072
0.5,10000,TS-NIV,1.1153473747576158e-05
0.5,50000,TS-NIV,0.0054001854645087145
1.0,100,TS-NIV,37.350746799350816
1.0,500,TS-NIV,0.0593259478520174
1.0,1000,TS-NIV,0.007604990012795517
1.0,5000,TS-NIV,0.021682950848251663
1.0,10000,TS-NIV,0.0011407818951089227
1.0,50000,TS-NIV,0.0022637177815504964
0.0,100,TS-NIV,0.09997835377259601
0.0,500,TS-NIV,0.7981295008577828
0.0,1000,TS-NIV,0.31833589206782054
0.0,5000,TS-NIV,9.351281336065782
0.0,10000,TS-NIV,4.525584086821561
0.0,50000,TS-NIV,0.13438912748042675
0.01,100,TS-NIV,2.3685358201547984
0.01,500,TS-NIV,22.976833481811195
0.01,1000,TS-NIV,1.250661377086645
0.01,5000,TS-NIV,0.566715563092272
0.01,10000,TS-NIV,4.1511264755875965
0.01,50000,TS-NIV,6.668111153572302
0.1,100,TS-NIV,0.02733298605665062
0.1,500,TS-NIV,0.3406046432098421
0.1,1000,TS-NIV,6.502156440609203
0.1,5000,TS-NIV,0.03250658473330779
0.1,10000,TS-NIV,0.06638541886127161
0.1,50000,TS-NIV,0.050917031074739584
0.5,100,TS-NIV,1.608458985216752
0.5,500,TS-NIV,0.27717614287147857
0.5,1000,TS-NIV,0.018081494117639058
0.5,5000,TS-NIV,0.003093131241360302
0.5,10000,TS-NIV,9.076032678868959e-05
0.5,50000,TS-NIV,0.0027631351227045495
1.0,100,TS-NIV,0.38944332203098175
1.0,500,TS-NIV,0.0010151438536629915
1.0,1000,TS-NIV,0.016889937434369937
1.0,5000,TS-NIV,0.00033463641153124075
1.0,10000,TS-NIV,0.0026901773304318765
1.0,50000,TS-NIV,0.011706616889895697
0.0,100,TS-NIV,0.3277922167097959
0.0,500,TS-NIV,44.32702156592695
0.0,1000,TS-NIV,6.677344343201538
0.0,5000,TS-NIV,1030.318654320666
0.0,10000,TS-NIV,2.350670305296335
0.0,50000,TS-NIV,47.062952744468916
0.01,100,TS-NIV,6.187019369734823
0.01,500,TS-NIV,84.54955192351727
0.01,1000,TS-NIV,9.747929636830088
0.01,5000,TS-NIV,553.2050139835045
0.01,10000,TS-NIV,1.9137999482676513
0.01,50000,TS-NIV,11.235435912002929
0.1,100,TS-NIV,5.203110367784828
0.1,500,TS-NIV,5.250722515163428
0.1,1000,TS-NIV,1.386474010296415
0.1,5000,TS-NIV,0.15850501361697983
0.1,10000,TS-NIV,0.06295724077614576
0.1,50000,TS-NIV,0.05604543743461954
0.5,100,TS-NIV,9.892023539725734
0.5,500,TS-NIV,0.028024860451752433
0.5,1000,TS-NIV,18.908777658995316
0.5,5000,TS-NIV,0.05374413170451804
0.5,10000,TS-NIV,0.05012812640921059
0.5,50000,TS-NIV,0.029123965466866145
1.0,100,TS-NIV,18.525357855943106
1.0,500,TS-NIV,0.4656698751694435
1.0,1000,TS-NIV,3.4356268858312573
1.0,5000,TS-NIV,0.1787383261613134
1.0,10000,TS-NIV,0.03844852602317592
1.0,50000,TS-NIV,13.988414387534021
0.0,100,TS-NIV,1318.299096170254
0.0,500,TS-NIV,0.7137121372188756
0.0,1000,TS-NIV,9.031719309451455
0.0,5000,TS-NIV,0.002374923004276944
0.0,10000,TS-NIV,0.2226179829539309
0.0,50000,TS-NIV,506.85086381964567
0.01,100,TS-NIV,0.11191552333907456
0.01,500,TS-NIV,102.88475853270242
0.01,1000,TS-NIV,4.1653760567884675
0.01,5000,TS-NIV,1.846779578344785
0.01,10000,TS-NIV,0.27488824815221935
0.01,50000,TS-NIV,0.03495889190892461
0.1,100,TS-NIV,12.894192239935691
0.1,500,TS-NIV,6.821432210910292
0.1,1000,TS-NIV,389.97379604861806
0.1,5000,TS-NIV,4.016228912461684
0.1,10000,TS-NIV,0.06834178725331402
0.1,50000,TS-NIV,0.01266880463223518
0.5,100,TS-NIV,0.11022461324593291
0.5,500,TS-NIV,0.0026324111894300735
0.5,1000,TS-NIV,0.00016933331138190005
0.5,5000,TS-NIV,0.000524290815808059
0.5,10000,TS-NIV,0.0006735016164879837
0.5,50000,TS-NIV,0.00034006607038601893
1.0,100,TS-NIV,0.7586204040372582
1.0,500,TS-NIV,0.002544356914646242
1.0,1000,TS-NIV,0.010972382784002577
1.0,5000,TS-NIV,0.12151380787756998
1.0,10000,TS-NIV,0.0007024320707745185
1.0,50000,TS-NIV,0.00012339916047115947
0.0,100,TS-NIV,1.5583196336880882
0.0,500,TS-NIV,2.621180542974724
0.0,1000,TS-NIV,0.2930670556176692
0.0,5000,TS-NIV,80.56261500857545
0.0,10000,TS-NIV,0.017530117841263494
0.0,50000,TS-NIV,0.02383727971902248
0.01,100,TS-NIV,38.32525629795342
0.01,500,TS-NIV,9.10405145196161
0.01,1000,TS-NIV,2.452274851179626
0.01,5000,TS-NIV,1.1260577200484803
0.01,10000,TS-NIV,25.492888380637726
0.01,50000,TS-NIV,0.04501138981382064
0.1,100,TS-NIV,2.805950382511937
0.1,500,TS-NIV,2.714064923347547
0.1,1000,TS-NIV,2.428129913123922
0.1,5000,TS-NIV,0.02349501442334206
0.1,10000,TS-NIV,0.4211131739618126
0.1,50000,TS-NIV,0.0595013769759418
0.5,100,TS-NIV,10.307378742252025
0.5,500,TS-NIV,0.02080068332473447
0.5,1000,TS-NIV,0.01132478193044808
0.5,5000,TS-NIV,0.001115602954163014
0.5,10000,TS-NIV,0.0006042009850134376
0.5,50000,TS-NIV,0.0006138854966299474
1.0,100,TS-NIV,0.06417127929623527
1.0,500,TS-NIV,0.03139086959043586
1.0,1000,TS-NIV,0.01956463023050936
1.0,5000,TS-NIV,0.00584221308766674
1.0,10000,TS-NIV,0.005170603040962264
1.0,50000,TS-NIV,0.00023292944523480098
0.0,100,TS-NIV,0.005583234479059096
0.0,500,TS-NIV,68.18321471889494
0.0,1000,TS-NIV,1288.4579832452555
0.0,5000,TS-NIV,0.1195416911776614
0.0,10000,TS-NIV,0.5399880844239081
0.0,50000,TS-NIV,4.447028956348157
0.01,100,TS-NIV,0.3897160978984151
0.01,500,TS-NIV,0.7631840462941097
0.01,1000,TS-NIV,0.8862418959339404
0.01,5000,TS-NIV,0.2904441844013942
0.01,10000,TS-NIV,0.02302932019138548
0.01,50000,TS-NIV,1.845568022936249
0.1,100,TS-NIV,0.3653051183187403
0.1,500,TS-NIV,0.04761175230477517
0.1,1000,TS-NIV,0.651280466147362
0.1,5000,TS-NIV,0.004506178039943796
0.1,10000,TS-NIV,0.9013716136456097
0.1,50000,TS-NIV,0.43700633631104197
0.5,100,TS-NIV,1.74431106040917
0.5,500,TS-NIV,0.2547167219371796
0.5,1000,TS-NIV,1.9901901276809124
0.5,5000,TS-NIV,29.231457976345148
0.5,10000,TS-NIV,0.0004427824007157022
0.5,50000,TS-NIV,0.008771395256810399
1.0,100,TS-NIV,0.0268024305679224
1.0,500,TS-NIV,0.17300450764859432
1.0,1000,TS-NIV,51.88870760902603
1.0,5000,TS-NIV,0.06896429149301268
1.0,10000,TS-NIV,0.028202021810914017
1.0,50000,TS-NIV,0.03832724072458721
0.0,100,TS-NIV,0.19091038141571254
0.0,500,TS-NIV,0.02384734732621721
0.0,1000,TS-NIV,0.38976127097214236
0.0,5000,TS-NIV,0.11123879799021731
0.0,10000,TS-NIV,12.787075205555327
0.0,50000,TS-NIV,0.06706000322522426
0.01,100,TS-NIV,0.2645559617763206
0.01,500,TS-NIV,0.19765849121465878
0.01,1000,TS-NIV,94.57203430329425
0.01,5000,TS-NIV,0.008064789720008667
0.01,10000,TS-NIV,129.79675933133493
0.01,50000,TS-NIV,2.0818051555607306
0.1,100,TS-NIV,0.3133942203529506
0.1,500,TS-NIV,0.043634181607196294
0.1,1000,TS-NIV,1679.2016829306829
0.1,5000,TS-NIV,0.0012287488500452724
0.1,10000,TS-NIV,3.468753248448948
0.1,50000,TS-NIV,0.9954180052229682
0.5,100,TS-NIV,0.030960078465140668
0.5,500,TS-NIV,0.09413554741277651
0.5,1000,TS-NIV,10.91534614779061
0.5,5000,TS-NIV,0.004771914104741083
0.5,10000,TS-NIV,1.5356245632667584
0.5,50000,TS-NIV,0.01519169482015579
1.0,100,TS-NIV,17.14386447612235
1.0,500,TS-NIV,0.037859858451641415
1.0,1000,TS-NIV,0.00018280987349415494
1.0,5000,TS-NIV,0.023117230866308458
1.0,10000,TS-NIV,0.006672971907490047
1.0,50000,TS-NIV,0.0004641464218613132
0.0,100,TS-NIV,0.05251153993291427
0.0,500,TS-NIV,0.34200800840091794
0.0,1000,TS-NIV,5.972425980360585
0.0,5000,TS-NIV,0.020891661999074967
0.0,10000,TS-NIV,2.4222116395649886e-05
0.0,50000,TS-NIV,0.2290485799126902
0.01,100,TS-NIV,26.329894961715993
0.01,500,TS-NIV,0.08905788084317973
0.01,1000,TS-NIV,0.4624709344453485
0.01,5000,TS-NIV,2.496924317420084
0.01,10000,TS-NIV,19.769628345898713
0.01,50000,TS-NIV,0.19868821257795438
0.1,100,TS-NIV,17.76071845821334
0.1,500,TS-NIV,3.3201379327880405
0.1,1000,TS-NIV,34.92420696331763
0.1,5000,TS-NIV,1.977771024627283
0.1,10000,TS-NIV,1.631505222367436
0.1,50000,TS-NIV,0.0037957889667286086
0.5,100,TS-NIV,0.5789594816022483
0.5,500,TS-NIV,0.31375021022022404
0.5,1000,TS-NIV,0.038608478965255204
0.5,5000,TS-NIV,0.034487210329111534
0.5,10000,TS-NIV,0.5133672298811934
0.5,50000,TS-NIV,0.05682233632449435
1.0,100,TS-NIV,0.30657274246787564
1.0,500,TS-NIV,0.44943005637080535
1.0,1000,TS-NIV,0.05190284381027711
1.0,5000,TS-NIV,0.006913313791836481
1.0,10000,TS-NIV,0.0018437497248377024
1.0,50000,TS-NIV,0.0007243935129612491
0.0,100,TS-NIV,5.99261028106419
0.0,500,TS-NIV,8.94619710995545
0.0,1000,TS-NIV,5.932876689914019
0.0,5000,TS-NIV,0.17477583331489543
0.0,10000,TS-NIV,1.2046438379288023
0.0,50000,TS-NIV,140.99497278033803
0.01,100,TS-NIV,0.18335558453889747
0.01,500,TS-NIV,1.4390890293601033
0.01,1000,TS-NIV,1.6999423007662737
0.01,5000,TS-NIV,70.7912992146629
0.01,10000,TS-NIV,3.788296313916273
0.01,50000,TS-NIV,2.040010281096185
0.1,100,TS-NIV,85.49597798057974
0.1,500,TS-NIV,0.05283621996666969
0.1,1000,TS-NIV,2.9908900204644313
0.1,5000,TS-NIV,0.011922123355606459
0.1,10000,TS-NIV,11.005886050536276
0.1,50000,TS-NIV,0.5716535552535291
0.5,100,TS-NIV,0.013358515475854555
0.5,500,TS-NIV,0.004318801654079792
0.5,1000,TS-NIV,0.014141204778465727
0.5,5000,TS-NIV,0.008527714142838887
0.5,10000,TS-NIV,0.0008351936122634313
0.5,50000,TS-NIV,3.9123303115510554e-05
1.0,100,TS-NIV,0.46071044636008274
1.0,500,TS-NIV,0.3014899648622783
1.0,1000,TS-NIV,1.2169798807029262
1.0,5000,TS-NIV,0.009102888978462146
1.0,10000,TS-NIV,0.004986339925495537
1.0,50000,TS-NIV,0.00027388436086664755
0.0,100,TS-NIV,0.19796431110240503
0.0,500,TS-NIV,0.016498129686966168
0.0,1000,TS-NIV,2.2908309356908756
0.0,5000,TS-NIV,0.7599992816003411
0.0,10000,TS-NIV,0.05149112449442471
0.0,50000,TS-NIV,11.82343351642993
0.01,100,TS-NIV,4.745907437313428
0.01,500,TS-NIV,0.0033300866991405544
0.01,1000,TS-NIV,0.3658797295975453
0.01,5000,TS-NIV,2.527472584156437
0.01,10000,TS-NIV,51.03117416661119
0.01,50000,TS-NIV,7.615322843545371
0.1,100,TS-NIV,0.3398407590335603
0.1,500,TS-NIV,7.0384140062002
0.1,1000,TS-NIV,0.3271990133953091
0.1,5000,TS-NIV,0.05220446676047813
0.1,10000,TS-NIV,0.47286750813411893
0.1,50000,TS-NIV,0.6705855086679026
0.5,100,TS-NIV,11.81148297519965
0.5,500,TS-NIV,3.2609549604189256
0.5,1000,TS-NIV,0.005325994413204042
0.5,5000,TS-NIV,0.2568158682893696
0.5,10000,TS-NIV,0.017058805476052954
0.5,50000,TS-NIV,0.19223028275014803
1.0,100,TS-NIV,0.017126388734216687
1.0,500,TS-NIV,0.04005735798749028
1.0,1000,TS-NIV,0.1369556357958405
1.0,5000,TS-NIV,0.008522692252567817
1.0,10000,TS-NIV,0.004093680607921531
1.0,50000,TS-NIV,7.448917920450411e-05
0.0,100,TS-NIV,0.36541201320832795
0.0,500,TS-NIV,0.07477175023813623
0.0,1000,TS-NIV,33.84687075669146
0.0,5000,TS-NIV,0.264378795887655
0.0,10000,TS-NIV,7.186044619521007
0.0,50000,TS-NIV,48.81836029457051
0.01,100,TS-NIV,111.6410904667363
0.01,500,TS-NIV,0.0037852521750246417
0.01,1000,TS-NIV,1.2538550077959139
0.01,5000,TS-NIV,0.01982611488713276
0.01,10000,TS-NIV,0.01219353300249891
0.01,50000,TS-NIV,9.600235847479517
0.1,100,TS-NIV,6.09987202910969
0.1,500,TS-NIV,0.3153467684314743
0.1,1000,TS-NIV,0.04597299761427919
0.1,5000,TS-NIV,0.19392950269964776
0.1,10000,TS-NIV,0.00833116793544061
0.1,50000,TS-NIV,0.00493829673449831
0.5,100,TS-NIV,0.08165954729653052
0.5,500,TS-NIV,10.484141364206398
0.5,1000,TS-NIV,0.033230353253085015
0.5,5000,TS-NIV,0.16829145842771476
0.5,10000,TS-NIV,0.02859342219479909
0.5,50000,TS-NIV,0.05493706123859478
1.0,100,TS-NIV,0.2819343334949844
1.0,500,TS-NIV,0.057732384361466604
1.0,1000,TS-NIV,0.014223443505511019
1.0,5000,TS-NIV,0.0021618400139353346
1.0,10000,TS-NIV,0.00011788737723293883
1.0,50000,TS-NIV,2.6382642825658425e-05
0.0,100,TS-NIV,0.34729487247312857
0.0,500,TS-NIV,2.301925914920614
0.0,1000,TS-NIV,0.15736955796378724
0.0,5000,TS-NIV,0.2010938497838115
0.0,10000,TS-NIV,0.005021050508057382
0.0,50000,TS-NIV,0.04678767163073813
0.01,100,TS-NIV,25.442655430500803
0.01,500,TS-NIV,2.6715951530806397
0.01,1000,TS-NIV,5.810647667497385
0.01,5000,TS-NIV,142.20222457245282
0.01,10000,TS-NIV,1.0361196435551092
0.01,50000,TS-NIV,1.0208677421322854
0.1,100,TS-NIV,7.838687653327746
0.1,500,TS-NIV,0.024251952658932978
0.1,1000,TS-NIV,1.7468412193385088
0.1,5000,TS-NIV,0.1373158583568633
0.1,10000,TS-NIV,0.052234473064350376
0.1,50000,TS-NIV,0.020757873145333644
0.5,100,TS-NIV,0.06290398750803516
0.5,500,TS-NIV,0.01335091732895037
0.5,1000,TS-NIV,0.04258320331740695
0.5,5000,TS-NIV,0.02532877836315923
0.5,10000,TS-NIV,0.06416482955305969
0.5,50000,TS-NIV,0.33116743143122007
1.0,100,TS-NIV,0.4197101493777528
1.0,500,TS-NIV,0.058917425789859666
1.0,1000,TS-NIV,0.11442802785779148
1.0,5000,TS-NIV,0.15794094293182254
1.0,10000,TS-NIV,0.06639902286969349
1.0,50000,TS-NIV,0.055592769927294186
0.0,100,TS-NIV,0.013947426737775463
0.0,500,TS-NIV,22.56820833606323
0.0,1000,TS-NIV,0.0669295653018512
0.0,5000,TS-NIV,0.006088025678848267
0.0,10000,TS-NIV,2099.8471184399887
0.0,50000,TS-NIV,32.93926557297029
0.01,100,TS-NIV,3.0211067882604623
0.01,500,TS-NIV,4.628210576640123
0.01,1000,TS-NIV,2.611933367122361
0.01,5000,TS-NIV,7.170566218570435
0.01,10000,TS-NIV,13.807070895734352
0.01,50000,TS-NIV,98.61878919415403
0.1,100,TS-NIV,214.7451836988012
0.1,500,TS-NIV,6.613189079885351
0.1,1000,TS-NIV,0.3477804445808794
0.1,5000,TS-NIV,0.282720433519158
0.1,10000,TS-NIV,0.0029687277120283495
0.1,50000,TS-NIV,0.0037907192831715484
0.5,100,TS-NIV,0.171361960366184
0.5,500,TS-NIV,0.059694489017238284
0.5,1000,TS-NIV,0.0018402224540598553
0.5,5000,TS-NIV,0.005692942540494202
0.5,10000,TS-NIV,0.012816713690690772
0.5,50000,TS-NIV,0.0014319078160213291
1.0,100,TS-NIV,1.289910527737347
1.0,500,TS-NIV,0.014062803168853283
1.0,1000,TS-NIV,0.0070497938656519125
1.0,5000,TS-NIV,0.0009579212504593988
1.0,10000,TS-NIV,0.00035547393850895136
1.0,50000,TS-NIV,0.000236784807092587
0.0,100,TS-NIV,0.16390481595084688
0.0,500,TS-NIV,0.3784355086278463
0.0,1000,TS-NIV,72.14320143785048
0.0,5000,TS-NIV,11.812662439641201
0.0,10000,TS-NIV,4.7214214763166025
0.0,50000,TS-NIV,2.254672175882412
0.01,100,TS-NIV,0.23328690080544356
0.01,500,TS-NIV,2.536973441653707
0.01,1000,TS-NIV,0.03492676096609319
0.01,5000,TS-NIV,0.03693170053509168
0.01,10000,TS-NIV,1.142952342962876
0.01,50000,TS-NIV,0.4877724579853008
0.1,100,TS-NIV,1.2923568948994943
0.1,500,TS-NIV,0.790873690964374
0.1,1000,TS-NIV,0.6406064215039351
0.1,5000,TS-NIV,1.343457487340379
0.1,10000,TS-NIV,1.2869709137211869
0.1,50000,TS-NIV,0.5863950470454093
0.5,100,TS-NIV,3.404386932345353
0.5,500,TS-NIV,0.7646190923436536
0.5,1000,TS-NIV,28.26623805010876
0.5,5000,TS-NIV,0.002010563116609778
0.5,10000,TS-NIV,0.7604255111564602
0.5,50000,TS-NIV,0.0014954666479996355
1.0,100,TS-NIV,1.973656086371161
1.0,500,TS-NIV,0.2596742126801901
1.0,1000,TS-NIV,0.11367011989020587
1.0,5000,TS-NIV,0.07193511727960683
1.0,10000,TS-NIV,0.0004518752123472168
1.0,50000,TS-NIV,2.7657207802638544e-05
0.0,100,TS-NIV,3050.74858059962
0.0,500,TS-NIV,3.314335294575159
0.0,1000,TS-NIV,1.1355742222280532
0.0,5000,TS-NIV,6.626520288321319
0.0,10000,TS-NIV,2.607109681012308
0.0,50000,TS-NIV,0.07996251898030554
0.01,100,TS-NIV,0.03192798212705502
0.01,500,TS-NIV,1.8099581667913593
0.01,1000,TS-NIV,49.40919086750731
0.01,5000,TS-NIV,0.03887357786479992
0.01,10000,TS-NIV,10.3256903591832
0.01,50000,TS-NIV,56.66170050043623
0.1,100,TS-NIV,3.1080171883031498
0.1,500,TS-NIV,0.1718621936648529
0.1,1000,TS-NIV,2.5344215041926765
0.1,5000,TS-NIV,0.005955914625664256
0.1,10000,TS-NIV,0.4915607216963097
0.1,50000,TS-NIV,0.08262432473497688
0.5,100,TS-NIV,0.0006887765780128306
0.5,500,TS-NIV,0.10646283567452415
0.5,1000,TS-NIV,0.30174864385258315
0.5,5000,TS-NIV,0.008751594793334374
0.5,10000,TS-NIV,0.019324084956650826
0.5,50000,TS-NIV,0.8309950674956736
1.0,100,TS-NIV,10.384952690150426
1.0,500,TS-NIV,4.502515758709158
1.0,1000,TS-NIV,0.9979150294946393
1.0,5000,TS-NIV,0.22652716879781692
1.0,10000,TS-NIV,0.19322874424811087
1.0,50000,TS-NIV,0.06178066125154435
0.0,100,TS-NIV,0.578261489437256
0.0,500,TS-NIV,0.20189770014119385
0.0,1000,TS-NIV,0.01180319713693873
0.0,5000,TS-NIV,0.42244094707335494
0.0,10000,TS-NIV,1321.647262754679
0.0,50000,TS-NIV,0.13614954120744177
0.01,100,TS-NIV,0.9853364837104527
0.01,500,TS-NIV,1.646209271104814
0.01,1000,TS-NIV,5.769368797931064
0.01,5000,TS-NIV,1044.1092810453774
0.01,10000,TS-NIV,2.062075564620222
0.01,50000,TS-NIV,3.539556016012884e-05
0.1,100,TS-NIV,0.12213338982748202
0.1,500,TS-NIV,160.14236993031344
0.1,1000,TS-NIV,4.563050376800299
0.1,5000,TS-NIV,0.0037028823380005705
0.1,10000,TS-NIV,0.08819081144970647
0.1,50000,TS-NIV,0.46324170921370567
0.5,100,TS-NIV,0.2882983031179877
0.5,500,TS-NIV,30.868257700301832
0.5,1000,TS-NIV,40.831963306871536
0.5,5000,TS-NIV,3.745782717242036
0.5,10000,TS-NIV,0.19501979837372496
0.5,50000,TS-NIV,0.11227197232921905
1.0,100,TS-NIV,10.505230562883302
1.0,500,TS-NIV,0.4763379702733971
1.0,1000,TS-NIV,3.383017028616118
1.0,5000,TS-NIV,0.32798695937489586
1.0,10000,TS-NIV,0.01752641187895124
1.0,50000,TS-NIV,0.0012980797787003093
0.0,100,TS-NIV,0.34679305224796675
0.0,500,TS-NIV,870.0708916624244
0.0,1000,TS-NIV,1188.2288991014802
0.0,5000,TS-NIV,0.010403840314550472
0.0,10000,TS-NIV,45.70851094833394
0.0,50000,TS-NIV,39.50197387393507
0.01,100,TS-NIV,8.21779385128399
0.01,500,TS-NIV,0.09962138754671948
0.01,1000,TS-NIV,2.703180202180015
0.01,5000,TS-NIV,0.057611931076165246
0.01,10000,TS-NIV,36.66083662020342
0.01,50000,TS-NIV,0.04422490131733947
0.1,100,TS-NIV,157.36719117751733
0.1,500,TS-NIV,2.4788431821114467
0.1,1000,TS-NIV,13.280976607434724
0.1,5000,TS-NIV,0.6447163295778244
0.1,10000,TS-NIV,0.2343600740198306
0.1,50000,TS-NIV,0.498949660317497
0.5,100,TS-NIV,0.058046869487954796
0.5,500,TS-NIV,0.3465547757060914
0.5,1000,TS-NIV,51.381430652837054
0.5,5000,TS-NIV,0.8514074774548405
0.5,10000,TS-NIV,1.7845293806761322
0.5,50000,TS-NIV,2.7984796971187422
1.0,100,TS-NIV,0.04956201753957483
1.0,500,TS-NIV,0.009012112789038337
1.0,1000,TS-NIV,0.0033784064321145894
1.0,5000,TS-NIV,0.001227057223452762
1.0,10000,TS-NIV,0.0001938289961562695
1.0,50000,TS-NIV,0.00039625132533190136
0.0,100,TS-NIV,1.2534709498210528
0.0,500,TS-NIV,599.5613962479268
0.0,1000,TS-NIV,6.165989934765719
0.0,5000,TS-NIV,2.2987943599745324
0.0,10000,TS-NIV,0.7701394162122918
0.0,50000,TS-NIV,0.8844646062596649
0.01,100,TS-NIV,3.9084296252267663
0.01,500,TS-NIV,7.639699824876372
0.01,1000,TS-NIV,0.16127158196090846
0.01,5000,TS-NIV,1.4501386181194853
0.01,10000,TS-NIV,260.1388146878078
0.01,50000,TS-NIV,13.8440812367996
0.1,100,TS-NIV,11.324246697666657
0.1,500,TS-NIV,0.10120065520853015
0.1,1000,TS-NIV,0.0031030345025940195
0.1,5000,TS-NIV,0.004261196203133626
0.1,10000,TS-NIV,0.36954819351854484
0.1,50000,TS-NIV,0.057604759493205024
0.5,100,TS-NIV,6.084834592802569
0.5,500,TS-NIV,0.26565589150182056
0.5,1000,TS-NIV,7.522201374358924e-05
0.5,5000,TS-NIV,0.07243336742403636
0.5,10000,TS-NIV,0.0011329693881200664
0.5,50000,TS-NIV,0.0040234105830520145
1.0,100,TS-NIV,0.42015055335922846
1.0,500,TS-NIV,8.285073276518528
1.0,1000,TS-NIV,0.28169939582267406
1.0,5000,TS-NIV,0.00014376733979906185
1.0,10000,TS-NIV,0.0033979666680376986
1.0,50000,TS-NIV,0.001123560991817423
0.0,100,TS-NIV,0.5440597790908794
0.0,500,TS-NIV,1702.8992005586697
0.0,1000,TS-NIV,3.1633197538408213
0.0,5000,TS-NIV,786.4352266510273
0.0,10000,TS-NIV,0.026684719619008562
0.0,50000,TS-NIV,0.5810139047472931
0.01,100,TS-NIV,2.9850545122874785
0.01,500,TS-NIV,3.2307687583266906
0.01,1000,TS-NIV,262.0023424355829
0.01,5000,TS-NIV,0.029483622679318852
0.01,10000,TS-NIV,0.18565194439324495
0.01,50000,TS-NIV,0.19419348332958097
0.1,100,TS-NIV,0.34768170515484775
0.1,500,TS-NIV,0.17661861919023952
0.1,1000,TS-NIV,0.5094423906482989
0.1,5000,TS-NIV,0.14670326431905775
0.1,10000,TS-NIV,0.4328520573191236
0.1,50000,TS-NIV,0.0499777685641795
0.5,100,TS-NIV,2.070670180429711
0.5,500,TS-NIV,0.02075405423090503
0.5,1000,TS-NIV,0.0282246396849859
0.5,5000,TS-NIV,0.007912084643303986
0.5,10000,TS-NIV,0.0011000687422674466
0.5,50000,TS-NIV,0.15049296158460157
1.0,100,TS-NIV,0.1380812503262793
1.0,500,TS-NIV,0.03979243170399154
1.0,1000,TS-NIV,0.964247902340128
1.0,5000,TS-NIV,0.055395666906178725
1.0,10000,TS-NIV,0.005204321706400793
1.0,50000,TS-NIV,0.00835621418417097
0.0,100,TS-NIV,0.0737754295918857
0.0,500,TS-NIV,2.585013020088362
0.0,1000,TS-NIV,0.5214147952141925
0.0,5000,TS-NIV,6318.465282607598
0.0,10000,TS-NIV,32.23479028407154
0.0,50000,TS-NIV,2.828305357864089
0.01,100,TS-NIV,3.4802375377229664
0.01,500,TS-NIV,1.6525694940482276
0.01,1000,TS-NIV,2.070387619816095
0.01,5000,TS-NIV,0.08415896779785348
0.01,10000,TS-NIV,20.893245039055813
0.01,50000,TS-NIV,1.365307288029247
0.1,100,TS-NIV,0.8779652822683959
0.1,500,TS-NIV,6.2302817418361585
0.1,1000,TS-NIV,0.498189935346056
0.1,5000,TS-NIV,45.362859089244125
0.1,10000,TS-NIV,0.7975239880188507
0.1,50000,TS-NIV,4.386251959598525
0.5,100,TS-NIV,3.448671416522676
0.5,500,TS-NIV,0.016870807007620194
0.5,1000,TS-NIV,0.015080219656827779
0.5,5000,TS-NIV,0.0007956317772419916
0.5,10000,TS-NIV,0.0012636283415244846
0.5,50000,TS-NIV,0.0005825922590937351
1.0,100,TS-NIV,0.027634491954506582
1.0,500,TS-NIV,4.83865602275306
1.0,1000,TS-NIV,0.06480284759243612
1.0,5000,TS-NIV,0.002970791031455044
1.0,10000,TS-NIV,0.01090943642175766
1.0,50000,TS-NIV,0.00012818810778164505
0.0,100,TS-NIV,0.6373003623755027
0.0,500,TS-NIV,16.463327885177794
0.0,1000,TS-NIV,0.024989427357751393
0.0,5000,TS-NIV,0.00835562683812041
0.0,10000,TS-NIV,0.21956891288619498
0.0,50000,TS-NIV,431.5349313397213
0.01,100,TS-NIV,1.0228815033011271
0.01,500,TS-NIV,1.5662709557242818
0.01,1000,TS-NIV,94.33763064366937
0.01,5000,TS-NIV,0.03503349837736176
0.01,10000,TS-NIV,6.16075159679564
0.01,50000,TS-NIV,0.01770585785455317
0.1,100,TS-NIV,0.8079984581779649
0.1,500,TS-NIV,1.5786413262651584
0.1,1000,TS-NIV,1.9870810574283224
